minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
5.45,147.43333,62.847435,43.95,2284.0012,-0.9140536339888441,0.7284186092604029,0.7305998,72.19999694824219,60.375755,3.322354008784907,0.0,3835.7688,169584.66,38759.406,21145.06,2928774700.0,1.9290845834323278,1.9298745668734498,1.3962586,14845.8203125,38759.406,1.8272671010859607,0.49673808
0.0,9.133333,2.5102565,2.45,7.301598,0.6794297839821448,1.0637626042362625,1.0342125,3.283333219587803,2.1363637,2.865562913155185,0.15384615384615385,23.895357,125.36743,78.99398,91.679405,1346.3958,-1.5011380474107727,-0.275952930881238,0.4645071,61.95962333679199,78.99398,2.6332429461145113,0.86329925
0.0,82.6,15.712819,3.9166667,611.21436,2.2851713669240556,1.8483953289914565,1.5116861,12.949999809265137,11.060606,2.4061922654867165,0.15384615384615385,6898.48,55956.75,28950.377,25248.203,223928050.0,-0.721993711851812,0.3609552074434261,0.51689225,18206.1787109375,28950.379,2.6057178218985615,0.8453118
2.5333333,403.38333,134.98076,91.35,16141.065,-0.4474846638669039,0.8890494225926762,0.90430135,162.0666732788086,122.621216,3.1143136049534,0.0,25220.354,428413.12,150422.7,97665.96,17610640000.0,-0.007811629779860052,1.1503184522956622,0.8822144,127027.5546875,150422.7,2.306045396256574,0.6776913
7.5,62.933334,32.089745,30.55,320.23117,-0.9198459227242473,0.3946679892461648,0.5357775,21.21666717529297,31.52121,3.48760848617007,0.0,1176.1016,19179.576,5731.346,2009.5736,39185332.0,0.20568689776160243,1.2858245421697814,1.0922074,6139.81640625,5731.346,2.076416326553119,0.57347256
82.13333,535.3,351.05643,398.61667,23657.576,-1.18648871892128,-0.5671623538725286,0.42094672,248.56668090820312,358.75455,3.551354948292459,0.0,15410.226,1668892.5,712737.3,546062.7,360487800000.0,-1.4639549747853229,0.2826556182941054,0.842395,1036734.203125,712737.3,2.212693832894176,0.4621483
7.05,479.21667,147.39487,106.95,23727.271,-0.4209689564869614,0.8693987102541955,1.0040618,232.93333625793457,129.98788,2.9659894269492817,0.0,123698.77,1070496.4,542548.1,580831.2,114135850000.0,-1.3853977567585531,0.2540616841179087,0.6226913,546042.90625,542548.1,2.5114844417241553,0.7804549
68.083336,689.5333,297.64618,252.8,33700.613,-0.14668944842543974,0.8920269666822999,0.5925671,203.39999389648438,282.8894,3.4599802728580404,0.0,78813.38,1349227.4,600823.8,447999.66,201954900000.0,-1.1240032347495765,0.5994150671232878,0.74796295,589283.1953125,600823.8,2.39800533806538,0.69654095
26.966667,451.63333,217.47691,239.93333,18867.441,-1.13133363503199,0.08413958486625545,0.6068234,199.88333892822266,213.5091,3.398348789193227,0.0,24826.438,2010106.0,570507.56,56787.938,508219400000.0,-0.38295858573910646,1.0143623831062243,1.2495804,882306.3642578125,570507.56,1.7014248813395176,0.2767128
94.433334,693.56665,389.01028,375.98334,40709.965,-1.0321741751882996,-0.06311114960449278,0.4983199,197.316650390625,388.10303,3.4997202423237397,0.0,232280.38,1050397.0,584199.7,553827.7,86098660000.0,-1.3116858554909685,0.34727695756704174,0.50226957,465825.546875,584199.7,2.623601206692422,0.87070024
0.0,297.23334,66.73718,0.0,8728.72,0.6842054571021459,1.2644694018475964,1.3450127,134.23333740234375,51.850002,2.3814910536692464,0.5384615384615384,551.3162,236181.73,62968.207,11147.335,7677996500.0,-0.5084070488440764,1.0920396429157724,1.3915622,93293.87145996094,62968.207,1.4979108239081846,0.17070445
23.966667,1210.75,754.59607,782.7167,114920.37,0.37840901932861915,-1.0720176892830633,0.43162134,251.2166748046875,779.54846,3.507908897176802,0.0,284787.03,1268289.9,718226.06,718841.94,84700420000.0,-0.4064697968806441,0.4344880514065725,0.4052114,309826.640625,718226.1,2.6878080034277896,0.91378736
10.416667,917.88336,510.96286,484.93332,84788.13,-0.9480111509280316,-0.14944004421562176,0.5475164,331.1166687011719,519.4742,3.4338580547780104,0.0,116300.78,4935552.5,2236587.5,2225908.0,2222675700000.0,-0.6906507572735658,0.3345427819339296,0.66657984,1711198.90625,2236587.5,2.4401029264669725,0.65115714
208.01666,961.4167,495.53586,389.8,64057.188,-0.8104907358957227,0.7437241597849417,0.49071327,268.4000244140625,479.32126,3.535803701613273,0.0,366311.9,4483588.0,1421793.6,649129.75,2145789300000.0,-0.07824377898476342,1.2483480286570836,1.030284,1196324.484375,1421793.6,2.1698857052639973,0.6419935
379.16666,1350.1,749.85126,694.31665,73280.85,-0.1372016942701828,0.7573370063107892,0.34684792,371.0833740234375,728.9818,3.617244589099172,0.0,527408.56,4855139.5,3008429.2,2899847.2,2037084700000.0,-1.078619533717955,-0.32183879706538654,0.47442192,2116826.8125,3008429.5,2.6160409702374916,0.83070165
483.95,1578.3667,1006.33203,966.61664,114175.21,-1.0984899232280898,0.18752004441336512,0.3225994,592.1832885742188,1001.8182,3.624323360153294,0.0,95761.836,3717976.8,1334738.2,573953.8,1758695800000.0,-0.971197957830439,0.8518386170122582,0.99357176,1693932.0,1334738.4,2.1293320441706265,0.54314446
228.23334,1323.9,597.44617,482.6,112355.29,0.49354302222677493,1.2972765359585945,0.53903496,211.46664428710938,564.9697,3.516350383462557,0.0,799218.06,5534627.5,2961563.2,2969861.8,2832218200000.0,-1.2106320141281985,0.11760295846132333,0.56825376,2372448.125,2961562.8,2.5525328444906803,0.80088705
238.86667,1177.5333,730.7308,671.4,78052.07,-0.8993581301836273,0.029950833868744888,0.36732775,350.9000244140625,734.8272,3.5978293162287196,0.0,356585.5,6080737.5,1750257.8,651718.7,3692299800000.0,0.8005244427351705,1.483078532786633,1.0978588,1609634.765625,1750257.8,2.099949549439755,0.59511757
61.166668,185.58333,111.71154,104.76667,1130.6788,-0.07977423338786327,0.5975537569903135,0.28919482,39.71666717529297,109.59091,3.641456434434735,0.0,1422.7794,32198.107,15625.8125,13452.569,132986640.0,-1.5086100711410695,0.23921093094415796,0.73800856,20145.955078125,15625.8125,2.370778613071591,0.6463861
0.0,31.833334,4.9589744,2.2833333,73.58077,5.751750675954314,2.601801783329381,1.6619166,4.883333086967468,2.9666665,2.4008666238053533,0.15384615384615385,41.88552,413.03574,184.32533,144.40678,15040.373,-0.7508234375243412,0.7990250609670375,0.66534096,132.8960952758789,184.32535,2.5029233242142688,0.7916314
33.533333,154.38333,80.43974,55.033333,1775.0294,-1.0883755044627634,0.6108774210725473,0.5032121,50.983333587646484,77.98181,3.524390621080887,0.0,2119.0925,86229.02,34820.246,15867.44,980216800.0,-1.1913160310971398,0.7195889588875086,0.89914393,43108.05419921875,34820.246,2.2318850974787114,0.58134586
15.766666,151.56667,72.62308,76.916664,1760.0463,-0.9424699978057878,0.2628837666473968,0.5550171,62.95000076293945,70.61516,3.463705076631977,0.0,7794.303,74994.68,32949.8,23741.338,622438900.0,-1.1579138513838423,0.6811178416390368,0.75717384,36371.765625,32949.8,2.406986854179406,0.7304768
14.633333,226.2,74.15385,60.25,2871.8772,3.147952361081197,1.893434670302422,0.6943337,34.883331298828125,65.742424,3.41667632120202,0.0,13214.891,137846.33,69640.664,81264.93,1830401000.0,-1.3119515818128715,0.06796486888601813,0.61434203,67215.6982421875,69640.664,2.5033865866433427,0.7586341
23.2,376.96667,222.62181,276.11667,17648.604,-1.2879154866427847,-0.485572033919942,0.57333225,221.14998626708984,226.71971,3.3973104785521246,0.0,41002.3,1662124.1,543553.2,210553.81,356876580000.0,-0.8462584379297291,0.8485530174105538,1.0990489,830786.59375,543553.1,1.9475404915128844,0.41953015
0.0,737.05,158.58078,4.4333334,48684.816,1.5102315459228457,1.4382298606700927,1.3367962,252.34999389573932,120.40909,2.4237558043839624,0.23076923076923078,151580.61,3139247.2,1769474.6,1509355.0,895800700000.0,-0.7910783766243243,-0.020038304693129023,0.5348862,1017808.125,1769474.4,2.5607219442091043,0.75479716
6.85,409.28333,171.9346,182.11667,17189.115,-1.1334416447246236,0.2174823584976567,0.73262614,245.01665687561035,165.36514,3.2508114701782382,0.0,44243.848,558645.56,265147.22,276200.72,31884917000.0,-1.1718584302070127,0.2949625737112857,0.67345035,257565.328125,265147.22,2.4506999777108023,0.7184258
9.266666,1263.05,490.18207,375.65,171140.61,-0.45755709162075275,0.9337757112430938,0.81084543,327.33331298828125,463.6409,3.2409787380563664,0.0,295989.9,5648528.5,2054038.6,1561234.1,3419554000000.0,-0.5919928423291885,0.9532108795144357,0.90027696,2109866.875,2054038.6,2.2655370663255514,0.64502317
4.983333,1322.4,648.56793,651.5,217939.95,-1.4086310404427356,0.04139631689738862,0.69156325,860.2167053222656,645.81824,3.2808198204892007,0.0,364951.22,14999028.0,4509643.0,1566145.0,24917534000000.0,-0.01988000164918713,1.1089213631966819,1.106905,5956430.5,4509643.0,1.983569908109831,0.46329558
291.3,1220.5,629.72437,521.55,93709.914,-0.5890200153030438,0.8716237441047741,0.46704766,261.3166809082031,606.7833,3.55373078163708,0.0,17014.498,7069555.5,2584240.5,1713297.6,8553096500000.0,-1.215312511154892,0.7337475886869833,1.1316934,4476372.5234375,2584240.8,1.8217043364574033,0.21038318
15.65,1062.4333,496.76028,449.91666,104738.914,-1.040772778867877,0.22132521887179368,0.6259305,471.70001220703125,489.07272,3.379553856989869,0.0,75758.28,6736236.0,2084449.2,1431702.0,4628165400000.0,0.34000141309727594,1.1995992221032417,1.0320795,2286717.625,2084449.4,2.0853073553119077,0.4698335
159.21666,628.45,358.07953,309.18332,22356.443,-0.578365512110893,0.6349756392103554,0.4011814,172.0,351.5788,3.5877441779012087,0.0,10756.97,1295695.1,361225.16,80519.66,189337980000.0,0.2074323938561924,1.21807562563159,1.2045945,468972.326171875,361225.16,1.8465275680981132,0.3694213
169.11667,1175.0333,545.04486,549.26666,90274.695,-0.22290804161413424,0.810883262660868,0.52962655,310.2666931152344,521.9485,3.5068100649584366,0.0,162209.88,6616315.5,2622468.2,1255328.9,5970826000000.0,-1.1488473449699939,0.7896125234880146,0.9317663,3203377.9375,2622468.2,2.203764946268732,0.5739929
193.08333,777.13336,338.3154,309.33334,33279.613,0.5746052942572133,1.2462710662839278,0.5180675,192.0833282470703,311.62576,3.528994773397578,0.0,42537.78,1116435.8,278310.1,107817.336,129762260000.0,1.260859215885084,1.681496900229251,1.2943306,219395.94140625,278310.1,1.891962065774291,0.5140978
231.93333,1060.0333,452.64355,433.26666,59768.547,0.9112779532851096,1.2334786553391184,0.5189183,272.46665954589844,417.4909,3.5260714972385965,0.0,967362.5,3617405.8,2335537.0,2449528.5,882382600000.0,-1.2255715454732845,-0.3310089352796006,0.4021997,1332981.0,2335537.0,2.67824022849091,0.8999696
48.75,625.81665,338.2705,311.55,32262.264,-0.9417442358129406,0.11055248496557256,0.5101551,197.5166778564453,338.44998,3.493456956784702,0.0,37529.2,1357992.2,680603.8,748402.3,202646080000.0,-1.4025832994414795,0.014143881712994745,0.66141605,729739.984375,680603.9,2.4333719706719545,0.6499984
