minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
6.016667,230.18333,91.41668,65.26667,7912.6533,-1.510052055891909,0.45015664723192517,0.92776775,176.15000081062317,85.48704,2.782394456496229,0.0,42175.74,417000.4,255020.27,263542.53,11918758000.0,-0.904483786216562,-0.36253820412602483,0.42809564,165642.25,259644.3,3.5470896502559777,0.866958
0.0,73.683334,24.281818,16.816668,588.534,-0.42389228446890437,0.9536574365134372,0.9525949,30.108333826065063,21.49074,2.822960264212125,0.09090909090909091,432.9599,67020.586,28107.637,19375.182,530159460.0,-1.4077890048542787,0.3886268520164396,0.8191792,43463.744140625,27085.975,3.166896572450959,0.5341613
0.0,131.48334,42.448486,27.3,2579.278,-0.9488342241156307,0.8202417073726636,1.1407502,70.30833375453949,37.272224,2.4819671925332174,0.09090909090909091,1881.4476,205105.0,107102.8,127839.695,4005111600.0,-1.3024147927524632,-0.1896067070308137,0.5908898,119138.734375,107759.08,3.390697221924284,0.66616106
0.0,250.91667,57.416664,16.816668,5966.5054,1.5311501955353153,1.5642911849577423,1.2827018,77.89166712760925,42.296295,2.4353561346774324,0.09090909090909091,205.7121,198086.34,81692.38,98180.836,3638876400.0,-1.0863883821908276,0.26376230641172016,0.7384177,89551.5,78518.99,3.242095325151607,0.49761498
4.2833333,166.45,42.993935,16.766666,2538.0444,1.2270718926018116,1.4837951478305,1.1172389,50.77499866485596,33.577774,2.6976447333978713,0.0,19400.81,389901.2,150250.58,88623.0,17360032000.0,-1.2066340721359121,0.5881489738881792,0.8769182,202719.0078125,140359.61,3.132815181781283,0.59685117
2.5166667,311.8,63.321213,31.016666,9433.609,2.0385148348129443,1.849150817730719,1.4624916,39.666667461395264,42.46852,2.3190024171532326,0.0,11818.774,331208.06,72637.13,31077.348,8848765000.0,1.8577456259337284,1.7782788472357336,1.2950383,25917.56640625,54659.625,2.807845330087079,0.5424168
21.716667,259.73334,107.85303,117.61667,5325.45,-0.31891434673903696,0.5581274628010638,0.6451333,106.90833282470703,100.54815,3.1478446234440414,0.0,20979.984,493188.84,305149.6,276846.72,19147932000.0,-0.7541259638918674,-0.3775149072099688,0.45346954,194531.609375,313888.72,3.5194446047225245,0.8153385
7.25,97.2,34.193935,13.733334,1345.6302,-0.8566434990643592,1.0315352843112005,1.022863,38.16666650772095,30.187035,2.8078486897996013,0.0,3382.8745,247803.53,98017.97,62060.96,6520619000.0,-1.0579763024859228,0.6297068033042846,0.82383215,103823.5703125,93004.305,3.1967285925243076,0.6014462
2.7666667,132.66667,50.086365,50.5,1299.6381,0.6441035092061758,0.8215476375001761,0.68627053,38.791666984558105,46.168518,3.0989075026010258,0.0,341.2422,255168.88,111443.28,107373.56,8109483000.0,-1.3355956661084718,0.24885251979609968,0.80805826,164438.65234375,108477.5,3.127111638263474,0.34333074
2.1,260.85,51.08182,18.083334,5984.545,3.0612533485843363,2.035515355071497,1.4439523,45.275001764297485,33.216667,2.360563340003276,0.0,1574.1858,353744.9,79622.266,12198.039,12308644000.0,0.5274223428060183,1.3781517550082678,1.3933833,109473.1025390625,61797.3,2.496827776420154,0.29161325
